0.151764, -0.259613, 0
-0.009094, 0.055298, 0
0.230316, -0.058929, 1
-0.369659, 0.402832, 0
0.204803, 0.391357, 0
0.292694, -0.005981, 1
-0.409180, -0.245087, 0
-0.121429, 0.450623, 0
0.085999, -0.081268, 0
-0.052124, 0.042480, 0
-0.374390, 0.109955, 1
0.239105, -0.134064, 1
0.107941, 0.033783, 1
-0.469208, 0.277435, 0
0.008484, -0.123138, 0
-0.186920, 0.177399, 1
-0.398438, -0.480499, 0
0.238800, 0.236938, 1
0.007904, -0.199280, 0
-0.177368, -0.337982, 0
-0.212555, 0.179718, 1
0.356903, -0.411713, 0
0.295502, -0.362305, 0
-0.486816, -0.299316, 0
-0.478333, 0.163422, 0
-0.402191, 0.171143, 0
-0.370361, -0.333221, 0
-0.069122, -0.491302, 0
-0.082886, -0.336212, 0
0.316620, 0.415253, 0
0.414185, -0.423462, 0
-0.425201, 0.241058, 0
-0.160583, -0.007385, 1
-0.399200, 0.133575, 0
0.131897, -0.273193, 0
-0.075592, 0.473206, 0
0.278168, 0.029480, 1
0.234894, -0.309753, 0
-0.346893, -0.214661, 0
-0.158112, 0.056183, 1
-0.407104, 0.045837, 0
-0.459534, -0.456512, 0
0.419373, -0.260376, 0
-0.150604, 0.347382, 0
-0.365753, -0.095642, 1
0.090942, 0.163605, 0
-0.498016, 0.283661, 0
0.281494, -0.184204, 1
-0.259949, -0.366821, 0
0.301331, 0.326019, 0
-0.464447, -0.420593, 0
0.312439, 0.022675, 1
-0.393555, 0.374939, 0
-0.106781, -0.220917, 0
-0.473297, 0.393860, 0
-0.141388, -0.023193, 1
0.033844, -0.288727, 0
0.234619, 0.287201, 0
-0.462494, -0.389526, 0
0.355774, -0.134857, 1
-0.451813, 0.361725, 0
-0.445374, 0.048676, 0
0.244293, 0.116058, 1
0.411407, 0.158173, 0
-0.102997, 0.258240, 0
0.033447, 0.488861, 0
0.371033, 0.062408, 1
0.332153, 0.090454, 1
0.420441, -0.005798, 0
-0.232819, 0.427856, 0
-0.001953, -0.496918, 0
-0.473969, -0.483978, 0
0.297333, -0.351288, 0
-0.392303, -0.376282, 0
-0.254456, 0.405060, 0
-0.220154, 0.138916, 1
-0.333527, -0.014160, 1
-0.122620, -0.309662, 0
-0.167694, 0.035492, 1
0.411621, 0.118561, 0
-0.377502, 0.028778, 1
-0.040955, 0.390350, 0
0.009186, -0.276581, 0
0.297729, 0.050354, 1
0.087097, 0.009094, 0
-0.239166, 0.303284, 0
0.367676, -0.003448, 1
-0.224518, 0.321075, 0
-0.444916, -0.309021, 0
0.055969, -0.131775, 0
0.023682, 0.092834, 0
0.420197, -0.160706, 0
-0.284546, 0.070404, 1
-0.302368, -0.197845, 1
-0.324097, -0.152679, 1
-0.302124, 0.140991, 1
-0.052429, 0.449371, 0
-0.291260, -0.107391, 1
0.039551, -0.046204, 0
0.492188, -0.130127, 0
-0.307861, -0.114838, 1
0.246979, 0.165863, 1
0.154907, -0.398468, 0
-0.492859, -0.367126, 0
-0.302582, 0.014526, 1
0.444427, 0.429688, 0
-0.429077, 0.487061, 0
-0.455841, 0.230743, 0
0.140167, 0.252838, 0
0.122528, 0.191559, 0
0.403778, 0.200745, 0
-0.345337, 0.263367, 0
-0.378052, 0.368439, 0
0.381897, -0.048553, 1
0.270569, -0.011383, 1
0.167206, 0.110291, 1
0.040009, 0.431763, 0
0.067169, -0.130157, 0
0.097778, -0.110870, 0
-0.410095, 0.286194, 0
0.333466, 0.139618, 1
0.106812, -0.189240, 0
-0.195038, 0.244720, 0
0.387817, 0.171387, 0
0.104462, -0.485626, 0
-0.271942, -0.240387, 1
-0.136688, -0.411346, 0
-0.364685, 0.117249, 1
0.114166, -0.021912, 1
-0.453369, -0.383636, 0
-0.270752, -0.093231, 1
-0.456787, -0.073364, 0
-0.346130, -0.198029, 1
-0.468292, 0.363220, 0
0.153046, 0.274078, 0
-0.138580, -0.290527, 0
-0.208862, -0.069672, 1
-0.154388, -0.392151, 0
0.362274, -0.133484, 1
0.156006, 0.113129, 1
0.490875, 0.179932, 0
-0.441132, -0.498749, 0
0.120697, 0.347748, 0
-0.038208, -0.072021, 0
-0.388550, -0.185730, 0
0.239807, 0.030701, 1
-0.338470, -0.369141, 0
-0.190552, 0.067688, 1
-0.224335, 0.492584, 0
0.419617, -0.312225, 0
0.496246, 0.014923, 0
0.128052, -0.075073, 1
0.117035, -0.405640, 0
-0.067932, -0.488770, 0
0.098114, -0.303040, 0
0.022308, 0.101654, 0
-0.099243, -0.081726, 0
